96,88,88,99,96,88,88,99,4,168
94,86,88,95,94,86,88,95,9,161
92,85,86,91,92,85,86,91,7,157
91,82,90,93,91,82,90,93,18,144
94,83,98,115,94,83,98,115,28,208
94,85,101,102,94,85,101,102,-8,196
94,86,91,103,92,87,90,102,-5,191
94,84,91,98,91,84,90,99,26,162
95,86,93,99,94,86,95,103,2,220
95,87,97,103,94,85,95,106,7,199
96,87,100,102,96,86,98,102,14,186
96,86,103,105,97,86,104,107,25,179
96,87,111,105,98,88,106,96,-9,191
97,89,105,104,101,94,104,105,-8,234
97,88,89,97,100,92,87,95,30,168
97,87,95,101,101,90,98,102,21,189
98,88,98,105,103,91,99,111,10,214
97,88,90,93,101,93,89,92,-13,161
97,88,91,95,100,89,95,101,28,182
97,87,94,102,100,88,96,102,21,187
98,88,97,102,101,90,97,100,5,213
97,88,97,94,98,90,99,95,-3,157
97,88,97,102,101,90,100,103,10,214
97,88,97,101,96,86,97,105,-5,149
96,88,95,98,96,90,97,92,-16,196
96,89,97,90,92,91,97,91,-23,171
96,89,95,98,92,90,96,103,21,203
96,89,92,96,95,90,93,103,11,195
97,89,91,98,96,93,87,97,4,214
96,89,92,99,94,93,86,98,10,162
96,89,95,91,92,91,92,85,6,176
96,89,98,105,95,91,92,104,19,193
96,89,98,98,92,90,90,91,-3,169
96,89,101,110,95,93,100,106,-11,209
96,89,92,99,94,91,94,98,-7,163
96,90,94,98,99,92,100,103,11,235
97,90,110,106,99,95,111,111,3,237
97,90,97,99,97,93,88,96,9,159
97,90,97,99,96,92,88,96,8,188
97,90,97,98,97,93,90,98,4,188
97,90,97,98,98,95,93,97,-4,202
83,97,100,100,83,97,100,100,-24,176
86,99,93,95,86,99,93,95,-3,211
88,98,95,101,88,98,95,101,12,194
88,96,95,95,88,96,95,95,-2,172
89,94,94,101,89,94,95,100,22,176
89,95,114,109,91,93,115,108,-10,188
89,94,91,97,92,94,91,96,8,188
90,95,91,95,93,95,88,94,2,200
91,94,101,111,96,95,104,114,13,197
92,94,99,100,96,92,98,100,16,186
91,94,94,96,96,91,94,96,-10,172
91,94,92,101,95,92,90,99,-15,205
