2006-12-27,Mil,112,Mem,96
2006-12-27,Hou,96,NJN,71
2006-12-27,Det,145,NYK,151
2006-12-27,LAL,106,Orl,93
2006-12-27,NOO,85,Por,100
2006-12-27,Phi,76,Sac,101
2006-12-27,Min,97,Tor,100
2006-12-28,Pho,99,Dal,101
2006-12-28,Sea,98,Den,112
2006-12-28,Uta,83,SAS,106
2006-12-29,LAL,124,CHR,133
2006-12-29,Mil,99,Cle,109
2006-12-29,Ind,93,Det,92
2006-12-29,Bos,100,GSW,110
2006-12-29,Atl,68,Hou,94
2006-12-29,Sac,93,LAC,102
2006-12-29,NJN,91,Mia,81
2006-12-29,Sea,82,Min,101
2006-12-29,Den,89,NOO,99
2006-12-29,NYK,86,Pho,108
2006-12-29,Phi,98,Por,95
2006-12-29,Chi,107,Tor,97
2006-12-29,Orl,111,Was,112
2006-12-30,Cle,96,Chi,103
2006-12-30,NOO,80,Dal,94
2006-12-30,CHR,113,Ind,102
2006-12-30,Tor,104,Mem,110
2006-12-30,Was,102,Mil,119
2006-12-30,Min,92,NJN,100
2006-12-30,Mia,68,Orl,97
2006-12-30,GSW,96,Sac,119
2006-12-30,Por,86,Uta,96
2006-12-31,Dal,89,Den,85
2006-12-31,Pho,108,Det,101
2006-12-31,Mem,109,Hou,111
2006-12-31,NYK,80,LAC,90
2006-12-31,Phi,94,LAL,104
2006-12-31,Atl,81,SAS,95
2006-12-31,Bos,95,Sea,101
2007-01-01,Min,102,CHR,96
2007-01-01,Bos,89,Por,81
2007-01-02,Pho,97,Chi,96
2007-01-02,SAS,78,Cle,82
2007-01-02,Sea,88,Dal,112
2007-01-02,Phi,108,Den,97
2007-01-02,GSW,97,NOO,89
2007-01-02,LAC,86,Orl,91
2007-01-02,NYK,100,Sac,112
2007-01-03,Cle,107,Bos,104
2007-01-03,Sea,96,Hou,103
2007-01-03,GSW,135,Mem,144
2007-01-03,LAC,110,Mia,95
2007-01-03,SAS,101,Min,103
2007-01-03,NYK,99,Por,81
2007-01-03,Pho,100,Tor,98
2007-01-03,Phi,87,Uta,98
2007-01-03,Mil,105,Was,108
2007-01-04,Ind,91,Dal,100
2007-01-04,Det,92,NOO,68
2007-01-04,LAL,132,Sac,128
2007-01-05,Uta,86,Hou,100
2007-01-05,Den,104,LAL,123
2007-01-05,Bos,128,Mem,119
2007-01-05,Cle,95,Mil,86
2007-01-05,Phi,102,Min,104
2007-01-05,Chi,86,NJN,91
2007-01-05,CHR,74,Orl,106
2007-01-05,Mia,80,Pho,108
2007-01-05,Dal,90,SAS,85
2007-01-05,NYK,111,Sea,93
2007-01-05,Atl,92,Tor,105
2007-01-05,LAC,105,Was,116
2007-01-06,LAC,74,Atl,86
2007-01-06,Det,89,Chi,106
2007-01-06,NJN,91,Cle,96
2007-01-06,Uta,96,Den,84
