GameId,GameDate,HomeTeamId,Team,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF,RoadTeamId,Team,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF
0021200001,2012-10-30,1610612739,CLE,94,36,79,7,20,15,22,18,36,22,7,5,20,21,1610612764,WAS,84,32,90,8,32,12,20,18,21,26,11,10,12,19
0021200002,2012-10-30,1610612748,MIA,120,43,79,8,16,26,32,5,31,25,8,5,8,20,1610612738,BOS,107,39,75,6,13,23,28,7,34,24,4,2,15,23
0021200003,2012-10-30,1610612747,LAL,91,38,77,3,13,12,31,15,31,24,6,5,14,21,1610612742,DAL,99,40,85,5,15,14,18,9,31,22,9,5,11,25
0021200006,2012-10-31,1610612765,DET,96,35,79,6,16,20,26,10,26,21,12,4,16,15,1610612745,HOU,105,39,79,10,27,17,23,12,33,28,12,3,20,24
0021200005,2012-10-31,1610612755,PHI,84,30,85,7,25,17,21,14,33,18,13,11,15,14,1610612743,DEN,75,33,88,4,18,5,11,16,38,19,9,5,20,22
0021200004,2012-10-31,1610612761,TOR,88,33,91,6,17,16,19,15,27,18,12,8,10,18,1610612754,IND,90,37,78,5,11,11,16,9,37,22,3,10,18,16
0021200009,2012-10-31,1610612762,UTA,113,38,89,6,14,31,42,20,41,24,10,8,14,25,1610612742,DAL,94,32,85,11,22,19,26,8,32,20,8,5,16,32
0021200008,2012-10-31,1610612740,NOH,95,35,80,4,17,21,23,9,34,26,7,6,13,20,1610612759,SAS,99,38,80,6,20,17,26,10,33,22,9,8,15,21
0021200007,2012-10-31,1610612741,CHI,93,33,79,2,9,25,33,14,32,21,8,10,18,19,1610612758,SAC,87,34,84,6,17,13,16,11,29,14,10,5,19,29
0021200012,2012-10-31,1610612757,POR,116,42,83,9,20,23,28,10,20,19,10,5,12,20,1610612747,LAL,106,36,72,8,18,26,32,15,30,21,6,2,24,29
0021200010,2012-10-31,1610612756,PHX,85,32,80,4,21,17,22,11,33,16,10,12,18,23,1610612744,GSW,87,33,86,5,17,16,23,17,32,19,9,3,18,20
0021200011,2012-10-31,1610612746,LAC,101,38,74,5,15,20,29,8,31,25,12,9,22,27,1610612763,MEM,92,33,86,2,14,24,30,17,27,24,14,4,18,25
0021200014,2012-11-01,1610612759,SAS,86,35,79,5,19,11,16,6,33,27,9,4,13,21,1610612760,OKC,84,29,77,7,17,19,23,12,36,18,6,5,18,20
0021200015,2012-11-02,1610612766,CHA,90,31,85,7,19,21,24,10,31,18,10,9,10,22,1610612754,IND,89,33,83,7,26,16,27,14,38,19,5,5,17,16
0021200017,2012-11-02,1610612738,BOS,88,33,74,5,14,17,21,6,30,22,9,4,18,18,1610612749,MIL,99,40,86,8,18,11,12,11,35,26,12,5,18,17
0021200016,2012-11-02,1610612753,ORL,102,42,86,5,15,13,18,11,35,24,8,8,11,24,1610612743,DEN,89,32,84,7,26,18,27,15,30,22,5,5,14,17
0021200019,2012-11-02,1610612739,CLE,86,32,79,8,20,14,27,11,22,23,7,1,17,25,1610612741,CHI,115,44,69,4,10,23,30,5,36,34,7,4,17,21
0021200018,2012-11-02,1610612737,ATL,102,40,85,7,22,15,17,7,29,23,12,4,13,26,1610612745,HOU,109,38,90,8,30,25,29,23,35,22,8,2,21,18
0021200020,2012-11-02,1610612752,NYK,104,36,84,19,36,13,15,13,28,27,10,0,12,22,1610612748,MIA,84,33,71,7,20,11,13,7,34,18,4,5,21,18
0021200021,2012-11-02,1610612740,NOH,88,37,81,5,14,9,14,12,30,23,7,4,12,16,1610612762,UTA,86,35,85,10,28,6,12,16,28,19,7,6,14,21
0021200022,2012-11-02,1610612760,OKC,106,39,76,5,9,23,32,8,39,18,2,10,12,22,1610612757,POR,92,32,89,9,26,19,24,11,33,17,4,0,11,25
0021200023,2012-11-02,1610612750,MIN,92,32,87,2,17,26,36,17,36,17,4,10,11,17,1610612758,SAC,80,32,89,3,16,13,16,11,32,17,7,4,11,34
0021200024,2012-11-02,1610612756,PHX,92,40,92,2,11,10,14,15,37,15,6,5,12,20,1610612765,DET,89,37,90,4,13,11,19,10,29,20,2,5,9,19
0021200025,2012-11-02,1610612747,LAL,95,34,68,7,16,20,28,7,31,15,7,7,20,23,1610612746,LAC,105,38,84,8,22,21,27,9,28,24,12,4,11,26
0021200026,2012-11-02,1610612744,GSW,94,36,80,10,20,12,17,9,27,21,5,5,18,24,1610612763,MEM,104,35,77,6,13,28,34,9,31,22,9,4,13,22
0021200029,2012-11-03,1610612751,BKN,107,37,81,6,15,27,37,9,32,20,6,5,17,19,1610612761,TOR,100,37,82,7,18,19,25,10,27,23,8,5,14,31
0021200027,2012-11-03,1610612764,WAS,86,34,78,6,20,12,17,7,39,20,7,4,15,14,1610612738,BOS,89,36,84,8,21,9,13,6,29,24,8,4,9,12
0021200028,2012-11-03,1610612754,IND,106,39,99,4,22,24,27,21,46,16,10,14,21,19,1610612758,SAC,98,37,102,8,22,16,20,16,31,19,15,13,16,26
0021200035,2012-11-03,1610612759,SAS,110,42,74,7,13,19,23,7,26,29,8,6,18,18,1610612762,UTA,100,38,77,5,13,19,22,9,23,17,11,7,16,22
0021200034,2012-11-03,1610612742,DAL,126,49,80,16,25,12,15,8,35,31,6,7,22,23,1610612766,CHA,99,39,91,3,17,18,24,15,23,19,13,2,10,14
0021200033,2012-11-03,1610612749,MIL,105,41,79,9,24,14,21,3,34,32,8,9,15,18,1610612739,CLE,102,39,83,6,16,18,29,9,33,19,9,0,15,21
0021200032,2012-11-03,1610612745,HOU,85,34,96,5,26,12,18,16,40,19,12,4,18,16,1610612757,POR,95,39,93,10,24,7,12,10,43,28,11,8,16,18
0021200031,2012-11-03,1610612741,CHI,82,29,88,3,17,21,25,15,26,21,11,6,12,20,1610612740,NOH,89,32,75,5,18,20,23,9,35,13,7,9,16,21
0021200030,2012-11-03,1610612748,MIA,119,43,83,10,25,23,27,7,25,26,9,8,8,16,1610612743,DEN,116,49,95,5,21,13,20,18,29,13,5,3,13,21
0021200036,2012-11-03,1610612746,LAC,110,30,70,10,21,40,52,7,26,21,6,5,16,31,1610612744,GSW,114,41,84,4,16,28,39,16,32,22,7,2,13,34
0021200037,2012-11-04,1610612752,NYK,100,39,77,11,27,11,18,8,31,18,12,5,14,10,1610612755,PHI,84,34,79,8,17,8,10,10,31,14,8,2,18,18
0021200038,2012-11-04,1610612761,TOR,105,40,90,10,21,15,17,16,23,18,9,3,11,24,1610612750,MIN,86,29,64,6,16,22,31,8,28,18,8,8,24,17
0021200039,2012-11-04,1610612753,ORL,115,45,92,9,11,16,19,13,33,26,7,1,10,17,1610612756,PHX,94,39,91,5,19,11,18,17,28,19,3,10,16,17
0021200040,2012-11-04,1610612760,OKC,95,33,71,9,22,20,22,7,30,27,4,9,20,21,1610612737,ATL,104,41,83,8,25,14,20,12,26,20,12,1,10,20
0021200041,2012-11-04,1610612747,LAL,108,40,77,10,22,18,26,16,30,27,11,8,15,20,1610612765,DET,79,28,79,4,13,19,23,13,20,19,5,5,16,20
0021200044,2012-11-05,1610612748,MIA,124,47,86,15,26,15,19,7,42,33,7,4,15,22,1610612756,PHX,99,35,88,7,21,22,29,10,28,22,11,7,11,19
0021200043,2012-11-05,1610612751,BKN,96,35,73,13,23,13,18,8,21,24,7,4,13,17,1610612750,MIN,107,44,88,7,20,12,15,16,29,30,9,7,11,18
0021200046,2012-11-05,1610612742,DAL,114,48,78,10,20,8,13,2,35,29,12,5,9,15,1610612757,POR,91,36,93,5,22,14,18,23,25,13,5,3,13,13
0021200045,2012-11-05,1610612763,MEM,103,38,91,5,14,22,25,14,37,21,9,10,11,17,1610612762,UTA,94,40,90,5,15,9,13,11,31,20,8,8,14,22
0021200042,2012-11-05,1610612755,PHI,88,29,86,8,22,22,26,19,35,19,3,2,13,19,1610612752,NYK,110,39,84,13,32,19,19,9,35,24,7,5,7,17
0021200049,2012-11-05,1610612746,LAC,101,39,74,9,25,14,16,9,29,23,7,13,25,24,1610612739,CLE,108,40,92,14,29,14,22,18,25,24,12,2,17,18
0021200047,2012-11-05,1610612759,SAS,101,41,87,8,18,11,13,11,34,25,11,2,8,17,1610612754,IND,79,27,79,6,20,19,22,17,31,11,3,7,19,17
0021200048,2012-11-05,1610612758,SAC,94,37,81,4,19,16,23,10,33,13,7,5,13,25,1610612744,GSW,92,31,78,6,21,24,28,7,31,21,5,2,13,17
0021200052,2012-11-06,1610612743,DEN,109,41,92,10,30,17,22,21,31,23,9,11,15,21,1610612765,DET,97,35,78,6,12,21,25,8,27,26,6,9,13,19
0021200051,2012-11-06,1610612760,OKC,108,35,74,9,25,29,34,7,39,24,10,9,17,22,1610612761,TOR,88,30,84,7,30,21,25,8,29,16,11,2,17,24
0021200050,2012-11-06,1610612741,CHI,99,40,84,2,6,17,24,9,34,27,7,7,9,12,1610612753,ORL,93,36,86,8,19,13,17,11,32,23,4,5,11,22
0021200053,2012-11-07,1610612766,CHA,110,38,87,10,22,24,27,15,24,26,4,12,12,20,1610612756,PHX,117,43,93,12,27,19,28,22,28,29,8,11,12,24
0021200057,2012-11-07,1610612749,MIL,90,35,91,6,15,14,21,16,25,22,10,9,10,18,1610612763,MEM,108,44,83,6,16,14,19,11,38,28,7,5,14,20
0021200056,2012-11-07,1610612748,MIA,103,40,77,10,24,13,16,8,32,25,8,5,12,18,1610612751,BKN,73,30,80,3,21,10,17,13,27,12,7,1,19,15
0021200055,2012-11-07,1610612737,ATL,89,38,87,7,22,6,12,17,34,24,8,3,17,15,1610612754,IND,86,35,85,8,26,8,9,11,30,18,10,7,15,14
0021200054,2012-11-07,1610612738,BOS,100,34,81,4,13,28,34,6,38,26,9,5,16,17,1610612764,WAS,94,39,95,10,29,6,7,10,34,25,8,6,19,27
0021200058,2012-11-07,1610612740,NOH,62,23,69,4,19,12,16,11,36,18,8,9,20,12,1610612755,PHI,77,35,84,4,22,3,5,9,34,19,5,6,15,16
0021200059,2012-11-07,1610612745,HOU,87,31,84,8,33,17,23,16,27,18,15,2,18,22,1610612743,DEN,93,37,82,7,18,12,21,16,33,20,9,5,21,16
0021200062,2012-11-07,1610612762,UTA,95,37,83,5,17,16,18,9,28,21,12,7,12,30,1610612747,LAL,86,25,74,4,23,32,46,15,33,11,10,3,18,14
0021200061,2012-11-07,1610612742,DAL,109,39,84,8,21,23,35,16,31,21,4,6,11,23,1610612761,TOR,104,36,81,5,22,27,31,10,28,21,7,1,8,28
0021200064,2012-11-07,1610612746,LAC,106,46,83,6,17,8,9,9,37,30,13,8,15,19,1610612759,SAS,84,30,73,8,23,16,24,6,23,25,7,4,20,11
0021200063,2012-11-07,1610612758,SAC,105,40,82,7,16,18,24,14,28,15,8,3,13,21,1610612765,DET,103,36,73,8,22,23,31,10,23,23,4,6,17,20
0021200065,2012-11-07,1610612744,GSW,106,42,78,5,18,17,23,7,37,28,11,4,16,22,1610612739,CLE,96,36,86,11,32,13,21,11,28,20,7,1,16,26
0021200060,2012-11-07,1610612750,MIN,90,34,76,7,20,15,22,13,33,22,11,9,19,18,1610612753,ORL,75,28,80,3,12,16,20,12,29,17,6,7,19,22
0021200066,2012-11-08,1610612741,CHI,91,35,84,5,15,16,18,12,29,22,6,3,20,19,1610612760,OKC,97,36,73,5,13,20,21,8,30,23,10,8,22,19
0021200067,2012-11-08,1610612757,POR,90,32,75,7,20,19,30,9,22,19,10,4,13,22,1610612746,LAC,103,41,77,3,13,18,25,10,34,20,9,3,13,22
0021200070,2012-11-09,1610612738,BOS,100,37,76,4,10,22,31,7,24,31,7,3,14,19,1610612755,PHI,106,40,82,7,13,19,23,8,30,27,12,7,16,22
0021200071,2012-11-09,1610612752,NYK,104,35,84,8,22,26,38,11,32,17,12,4,9,21,1610612742,DAL,94,33,81,8,28,20,23,9,41,17,4,3,20,28
0021200076,2012-11-09,1610612750,MIN,96,35,70,2,9,24,28,5,29,23,7,5,12,16,1610612754,IND,94,37,84,5,18,15,17,11,26,18,7,4,13,21
0021200077,2012-11-09,1610612756,PHX,107,38,81,6,17,25,33,12,30,21,12,6,17,19,1610612739,CLE,105,37,77,9,21,22,27,9,30,19,11,4,20,25
0021200078,2012-11-09,1610612758,SAC,86,32,91,3,16,19,26,15,28,18,11,3,11,18,1610612759,SAS,97,35,72,5,18,22,26,7,41,27,8,9,20,19
0021200079,2012-11-09,1610612743,DEN,104,40,92,6,17,18,25,13,40,26,11,12,11,17,1610612762,UTA,84,32,87,4,23,16,22,14,31,19,5,12,17,21
0021200072,2012-11-09,1610612737,ATL,89,34,81,9,25,12,16,7,29,20,4,5,13,16,1610612748,MIA,95,37,76,7,22,14,16,8,28,22,8,2,14,22
0021200073,2012-11-09,1610612763,MEM,93,35,94,6,19,17,23,18,22,16,14,8,9,16,1610612745,HOU,85,31,76,9,27,14,15,8,33,17,5,6,20,17
0021200074,2012-11-09,1610612740,NOH,107,43,83,8,22,13,21,13,27,29,5,7,9,15,1610612766,CHA,99,40,83,7,21,12,18,15,26,17,7,9,12,17
0021200075,2012-11-09,1610612760,OKC,105,38,71,8,20,21,26,8,30,21,8,4,16,25,1610612765,DET,94,36,87,6,19,16,22,16,25,24,8,4,15,19
0021200069,2012-11-09,1610612753,ORL,68,30,70,4,11,4,8,7,28,19,3,6,18,22,1610612751,BKN,107,41,82,9,23,16,25,15,33,21,9,6,11,13
0021200080,2012-11-09,1610612747,LAL,101,36,90,8,28,21,28,16,42,22,9,6,16,14,1610612744,GSW,77,29,86,7,25,12,20,13,34,12,5,3,18,25
0021200068,2012-11-09,1610612764,WAS,91,34,78,4,18,19,22,10,26,23,13,4,20,24,1610612749,MIL,101,40,78,6,15,15,19,6,32,21,11,6,21,21
0021200081,2012-11-10,1610612761,TOR,83,30,79,12,26,11,16,7,28,20,6,4,12,21,1610612755,PHI,93,34,73,6,14,19,25,9,37,21,8,4,15,19
0021200082,2012-11-10,1610612754,IND,89,34,80,7,16,14,24,14,34,16,4,4,12,12,1610612764,WAS,85,35,79,10,24,5,7,5,35,26,5,5,12,21
0021200089,2012-11-10,1610612744,GSW,101,39,102,9,25,14,23,13,41,23,11,5,14,26,1610612743,DEN,107,43,113,5,24,16,27,23,42,30,9,9,15,21
0021200087,2012-11-10,1610612762,UTA,94,38,78,2,14,16,24,10,42,22,3,7,18,18,1610612756,PHX,81,32,87,4,16,13,17,10,27,15,12,4,10,25
0021200088,2012-11-10,1610612757,POR,109,42,89,10,22,15,19,12,25,23,14,5,15,23,1610612759,SAS,112,40,70,7,18,25,31,6,30,20,9,5,21,20
0021200085,2012-11-10,1610612745,HOU,96,33,82,9,26,21,26,8,34,23,10,3,14,17,1610612765,DET,82,32,80,7,20,11,16,11,34,17,8,9,16,16
0021200086,2012-11-10,1610612749,MIL,92,35,88,3,19,19,26,16,28,20,7,3,11,25,1610612738,BOS,96,32,72,5,15,27,34,7,33,20,4,4,14,22
0021200083,2012-11-10,1610612766,CHA,101,40,95,3,20,18,28,21,32,15,12,6,17,24,1610612742,DAL,97,32,79,9,19,24,30,8,35,21,9,7,19,24
