GameId,GameDate,HomeTeamId,Team,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF,RoadTeamId,Team,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF
0021000003,2010-10-26,1610612747,LAL,112,40,96,9,21,23,28,14,30,21,11,4,12,24,1610612745,HOU,110,38,91,8,20,26,28,16,37,25,6,7,20,25
0021000002,2010-10-26,1610612757,POR,106,43,93,10,20,10,15,18,30,31,11,2,12,22,1610612756,PHX,92,36,74,9,19,11,16,7,23,15,3,4,19,19
0021000001,2010-10-26,1610612738,BOS,88,32,69,8,16,16,25,8,34,25,6,4,18,19,1610612748,MIA,80,27,74,8,20,18,25,11,28,15,10,6,17,21
0021000013,2010-10-27,1610612759,SAS,122,42,83,9,20,29,36,9,26,29,15,5,14,21,1610612754,IND,109,41,77,8,21,19,28,9,27,20,9,6,23,26
0021000012,2010-10-27,1610612742,DAL,101,41,75,4,15,15,18,7,34,29,12,5,16,18,1610612766,CHA,86,29,73,5,13,23,24,8,28,22,8,3,20,15
0021000015,2010-10-27,1610612744,GSW,132,51,92,8,20,22,26,14,31,25,5,7,12,30,1610612745,HOU,128,41,87,4,16,42,52,15,24,24,9,2,9,20
0021000014,2010-10-27,1610612743,DEN,110,35,80,6,20,34,41,12,34,23,9,2,15,31,1610612762,UTA,88,27,70,3,13,31,43,11,33,21,7,4,22,30
0021000016,2010-10-27,1610612746,LAC,88,32,79,5,18,19,30,14,27,19,8,8,15,20,1610612757,POR,98,36,88,8,20,18,23,21,30,17,9,6,12,23
0021000009,2010-10-27,1610612750,MIN,116,43,91,8,18,22,28,11,35,22,5,8,13,32,1610612758,SAC,117,39,85,4,11,35,47,14,31,25,8,4,13,24
0021000004,2010-10-27,1610612739,CLE,95,36,81,6,20,17,21,8,29,24,5,4,14,20,1610612738,BOS,87,34,72,3,12,16,21,6,32,24,8,1,19,24
0021000008,2010-10-27,1610612763,MEM,104,40,86,4,9,20,25,9,30,13,7,4,14,26,1610612737,ATL,119,42,80,8,16,27,31,9,35,20,7,9,15,20
0021000007,2010-10-27,1610612761,TOR,93,36,94,3,10,18,24,12,33,20,6,5,11,20,1610612752,NYK,98,38,88,7,24,15,17,13,36,12,4,10,15,23
0021000006,2010-10-27,1610612755,PHI,87,36,83,7,18,8,11,10,28,24,10,4,16,22,1610612748,MIA,97,33,69,8,16,23,31,5,32,15,8,6,16,18
0021000005,2010-10-27,1610612751,NJN,101,39,80,6,14,17,24,9,35,17,4,4,11,23,1610612765,DET,98,37,83,8,19,16,30,10,27,21,7,3,6,19
0021000010,2010-10-27,1610612740,NOH,95,34,79,4,17,23,29,6,38,23,4,0,9,26,1610612749,MIL,91,33,77,8,23,17,28,8,37,14,4,2,12,27
