42,10,20,41,26,7,5,11,115,39,5,15,41,17,7,3,13,100,36,7,17,39,18,9,1,15,98,39,7,17,39,24,7,8,17,104,2,218
41,10,21,41,25,7,5,12,114,39,6,16,40,18,7,2,13,101,39,7,16,39,24,8,5,15,103,38,5,14,43,21,8,5,13,96,5,205
41,9,20,40,25,7,4,12,113,38,7,17,41,18,7,2,14,101,35,7,14,41,21,7,4,11,93,35,5,13,39,19,5,4,14,89,13,191
41,9,20,39,24,8,4,12,112,37,7,17,40,19,7,2,14,99,37,11,14,38,19,8,4,11,101,36,8,17,43,21,5,4,13,98,-20,204
40,8,20,39,23,8,4,12,109,38,8,16,40,19,7,2,13,101,36,9,18,40,21,5,5,14,100,38,10,16,39,25,8,7,11,103,16,196
40,8,20,39,23,8,4,12,109,37,8,16,40,18,7,2,14,100,36,8,13,39,22,9,5,15,95,33,6,16,39,20,10,5,17,90,9,193
40,8,19,38,23,8,4,12,108,37,8,16,39,18,7,2,14,99,37,6,19,46,21,7,3,15,99,35,8,20,41,21,7,7,13,100,-2,192
40,8,18,38,23,8,4,13,107,37,8,15,39,18,7,2,13,99,34,7,13,42,20,6,6,15,89,35,6,18,45,21,7,4,14,96,30,174
40,8,18,39,23,8,4,13,107,36,8,15,39,18,7,2,14,97,36,6,16,43,22,8,4,14,95,37,7,14,37,22,7,4,12,96,11,195
39,8,18,37,23,8,4,12,106,36,7,15,40,18,7,2,14,96,36,6,17,42,21,7,7,14,97,38,7,17,41,22,8,6,14,102,16,194
39,8,18,37,23,9,4,12,106,36,7,15,40,18,7,2,15,96,35,6,22,41,20,8,8,15,100,36,7,15,40,24,7,4,13,96,6,200
39,8,18,38,23,8,4,12,106,35,7,16,40,18,7,2,15,96,35,6,17,41,21,7,5,16,95,37,7,20,45,23,11,5,14,104,10,228
39,8,18,38,23,9,5,12,107,36,7,16,41,18,7,2,15,96,36,4,18,41,22,7,3,14,94,36,6,15,40,17,7,4,13,94,-7,185
39,8,19,37,22,8,4,12,106,36,7,17,40,18,7,2,15,96,33,6,12,43,19,6,5,15,84,35,7,17,46,21,7,5,13,95,28,170
39,8,18,38,22,8,5,12,105,35,7,16,40,18,7,2,14,95,35,7,18,38,21,6,4,13,96,37,6,20,42,23,7,5,12,103,7,239
39,8,19,38,22,8,5,12,106,36,7,16,40,18,7,2,14,96,34,6,17,43,20,5,5,14,92,37,7,17,43,21,7,6,12,98,22,198
39,8,19,38,22,8,4,12,106,36,7,16,40,18,7,2,14,96,34,5,18,40,16,7,5,13,92,39,9,15,45,25,7,7,13,103,5,193
39,8,19,38,22,8,4,12,106,35,7,16,40,18,7,2,14,96,36,9,18,42,21,8,3,16,101,38,7,18,40,22,8,6,14,101,6,222
39,8,19,38,22,8,5,12,106,36,7,16,40,18,7,2,14,96,36,6,17,41,20,9,4,14,96,34,7,17,40,21,7,4,15,94,22,200
39,8,19,38,22,8,4,12,106,36,7,16,39,18,7,2,14,96,36,8,19,43,19,7,5,15,101,40,7,15,42,23,8,5,13,104,10,204
39,8,19,38,22,8,5,12,106,35,7,16,38,18,7,2,14,96,35,8,15,41,21,6,4,14,95,40,7,14,41,24,8,4,12,101,13,221
