42,10,20,41,26,7,5,11,39,5,15,41,17,7,3,13,42,5,11,43,23,9,6,17,36,6,19,39,22,9,4,16,7,219
41,10,21,41,25,7,5,12,39,6,16,40,18,7,2,13,36,8,18,39,19,9,1,14,39,7,18,39,24,7,7,17,2,218
41,9,20,40,25,7,4,12,38,7,17,41,18,7,2,14,39,7,16,40,24,7,4,15,39,5,14,42,21,8,5,13,5,205
41,9,20,39,24,8,4,12,37,7,17,40,19,7,2,14,35,7,15,40,21,7,4,12,36,5,13,39,19,6,4,13,13,191
40,8,20,39,23,8,4,12,38,8,16,40,19,7,2,13,37,11,14,38,19,8,4,11,37,8,17,42,21,5,4,13,-20,204
40,8,20,39,23,8,4,12,37,8,16,40,18,7,2,14,36,8,17,38,21,5,5,14,38,10,16,38,24,8,7,12,16,196
40,8,18,38,23,8,4,13,37,8,15,39,18,7,2,13,36,8,14,38,21,9,5,15,34,7,15,38,20,10,4,16,9,193
39,8,17,39,22,8,4,14,36,8,15,38,18,7,2,13,37,7,17,46,21,7,3,14,36,8,18,41,22,7,6,13,-2,192
38,7,17,39,21,8,3,13,35,8,14,39,18,7,2,14,33,7,13,43,19,6,5,16,36,6,17,43,21,7,4,13,30,174
38,7,18,37,21,9,4,13,36,9,14,40,18,7,2,14,36,6,16,45,22,7,3,15,37,7,14,36,23,7,5,12,11,195
38,8,17,35,21,9,4,13,34,9,16,39,18,7,1,15,35,6,17,42,21,8,5,15,37,7,17,39,21,8,6,15,16,194
38,8,16,35,21,9,4,13,33,8,16,40,18,7,2,16,35,6,24,40,20,8,7,15,36,8,16,39,23,7,4,13,6,200
38,8,17,36,21,9,5,12,34,8,16,40,17,7,2,15,38,7,16,42,21,7,4,16,38,9,21,44,24,11,5,13,10,228
37,8,18,36,21,9,5,13,34,8,17,41,17,7,2,15,35,4,18,42,21,7,3,13,35,6,15,39,17,7,4,13,-7,185
37,8,17,36,21,9,5,12,33,7,16,40,17,7,1,15,31,5,11,42,17,5,4,14,35,8,15,46,20,7,5,12,28,170
38,8,18,38,21,8,5,12,34,7,16,40,18,7,1,14,36,9,17,38,23,6,3,12,39,6,20,42,23,7,5,11,7,239
38,8,18,38,21,8,5,12,34,7,16,40,18,7,1,15,36,6,17,46,18,6,4,13,38,6,16,42,23,7,6,11,22,198
39,7,19,39,22,8,5,11,34,7,17,39,17,7,2,15,33,4,19,39,14,7,5,13,38,7,13,43,24,7,6,14,5,193
39,8,20,38,22,8,6,11,35,7,18,40,18,7,2,14,35,10,20,42,20,8,4,16,36,6,20,40,20,7,6,13,6,222
39,8,20,39,21,8,5,11,35,7,18,37,18,7,2,14,35,6,15,41,21,8,4,16,34,8,18,39,22,8,4,14,22,200
39,7,20,39,21,8,5,11,35,7,17,37,18,7,2,13,35,6,17,41,19,6,5,14,41,5,11,43,23,9,5,11,10,204
40,7,20,39,21,8,5,10,36,7,16,35,18,7,2,13,37,9,14,39,21,5,4,15,42,6,13,41,26,8,4,10,13,221
33,6,15,40,22,6,5,13,37,9,11,42,21,6,6,13,38,10,14,39,18,7,4,9,34,6,17,42,19,4,4,14,-22,182
33,5,15,40,21,5,4,13,36,8,13,41,21,7,6,13,35,7,18,42,21,8,7,15,38,6,17,42,22,8,5,13,-12,180
32,5,15,40,21,5,4,14,37,8,13,41,21,7,6,13,35,6,22,41,20,8,8,15,35,6,16,39,24,7,4,14,-21,179
33,5,14,39,21,6,4,13,36,8,13,41,21,7,7,13,39,5,12,42,21,8,8,15,36,6,18,41,22,9,4,15,21,183
33,5,14,40,21,6,4,13,36,8,14,42,21,7,7,13,34,9,23,44,18,8,5,18,38,7,18,39,21,8,5,13,-16,190
34,6,13,39,21,6,5,13,36,9,13,42,21,7,7,13,37,5,20,44,23,9,4,14,35,6,16,39,21,8,6,15,-7,185
32,6,13,40,20,6,5,13,35,8,15,43,21,7,7,13,34,7,13,43,20,6,6,15,36,6,17,44,21,7,4,13,-7,147
34,6,13,39,21,6,5,12,36,8,16,42,22,7,6,13,36,6,16,45,23,8,4,13,36,7,14,37,22,7,5,12,-11,215
33,6,12,39,20,6,5,13,35,8,15,43,22,7,6,13,34,5,16,42,19,7,6,14,32,5,18,41,17,6,5,13,-6,156
34,6,11,39,20,6,5,13,35,7,16,43,21,7,6,12,34,7,18,38,20,6,5,13,38,7,22,46,23,8,5,13,-7,201
34,6,10,41,20,6,5,13,35,7,15,42,22,8,7,12,37,9,12,40,22,8,6,14,37,8,12,39,22,9,4,13,-9,181
35,6,10,41,21,6,6,13,36,7,14,41,22,7,7,12,39,9,17,41,24,8,5,14,39,7,17,43,22,8,6,13,7,183
36,6,10,41,22,7,6,13,35,7,14,41,21,7,6,13,38,9,16,40,21,10,2,17,39,7,16,43,23,9,6,15,9,167
36,6,9,42,22,6,6,13,35,7,15,40,21,7,5,13,36,5,16,43,21,6,3,14,39,7,14,38,24,8,6,12,12,196
37,6,10,41,23,7,6,14,35,6,16,39,22,7,5,13,38,8,15,41,23,6,3,13,38,7,18,42,23,7,5,12,-4,228
38,7,10,44,23,7,6,14,35,6,17,38,21,7,4,13,35,5,16,39,19,7,5,12,37,7,17,45,23,6,7,14,9,219
38,7,11,42,24,7,6,14,36,6,18,37,22,7,4,13,33,10,18,41,20,8,3,17,36,6,19,42,21,8,6,14,-18,182
38,6,11,42,23,7,6,14,35,6,18,37,21,7,4,14,36,4,15,42,22,6,4,15,38,5,15,41,22,7,4,13,9,177
39,6,12,43,24,7,5,13,34,6,18,36,21,7,4,14,35,7,14,39,21,5,4,15,42,6,13,41,26,8,4,10,36,162
38,6,11,41,24,7,5,13,34,6,17,37,21,7,4,15,36,4,14,40,23,7,4,13,36,5,14,40,20,6,6,12,-9,183
39,6,13,41,25,8,5,13,34,5,18,37,21,7,5,15,39,7,17,44,23,7,7,12,38,8,20,44,23,8,6,13,-4,204
40,8,17,40,23,7,4,12,36,6,19,40,19,8,3,12,34,9,10,41,23,7,7,15,34,4,22,47,20,6,5,14,6,208
40,8,17,40,23,7,5,13,36,6,19,44,19,8,3,14,36,5,19,46,19,6,3,15,35,8,22,41,20,8,7,14,-4,206
40,9,17,40,23,7,5,13,36,7,19,43,20,8,3,14,38,11,15,38,19,7,3,10,35,7,17,42,20,5,4,13,3,225
39,9,16,40,23,8,5,13,37,8,19,45,20,9,3,14,32,9,25,42,17,7,3,19,39,7,18,37,21,10,5,14,-26,204
39,9,15,41,23,8,5,13,36,7,19,45,19,8,3,14,32,5,17,41,20,5,5,16,36,8,18,43,22,9,5,12,15,169
40,9,15,40,23,8,5,12,36,8,18,45,20,8,3,15,35,8,13,40,19,8,5,14,37,5,20,48,21,7,8,13,23,215
