32,4,19,40,17,5,5,15,89,35,6,18,41,18,7,3,14,95,32,5,21,36,18,6,3,15,91,36,7,16,39,25,6,4,15,97,8,188,
33,4,18,40,17,6,5,15,89,35,6,18,41,19,7,3,14,94,35,3,16,42,15,6,3,16,90,33,5,21,39,21,7,5,14,94,2,200,
33,5,18,40,17,6,6,15,90,35,6,18,40,18,7,3,14,95,38,8,18,36,20,7,5,16,102,41,7,21,47,26,8,4,15,112,13,197,
33,5,19,41,18,6,6,15,92,35,6,17,40,18,7,3,14,94,35,4,19,41,20,6,3,14,94,35,7,18,39,21,6,6,13,97,-10,172,
33,5,18,41,18,6,6,15,91,35,6,17,40,19,7,3,14,94,34,2,19,38,17,6,4,14,91,37,6,21,40,21,6,4,12,102,-15,205,
34,5,18,40,18,6,6,15,91,35,6,17,40,19,7,3,14,94,34,6,19,39,21,7,5,17,95,37,5,20,42,21,8,5,15,100,3,205,
34,5,18,40,18,6,6,14,92,35,5,17,39,19,7,3,14,95,35,6,21,39,18,7,5,13,97,35,3,20,37,19,6,3,13,96,-6,192,
34,5,18,39,18,6,6,14,92,36,5,17,40,19,6,3,14,95,35,5,19,42,18,6,3,16,96,37,5,19,39,21,7,6,13,99,18,184,
35,5,17,40,18,6,6,14,92,36,5,17,39,19,6,3,14,94,39,5,16,38,20,7,2,13,100,39,7,19,44,26,6,6,15,106,30,190,
35,5,16,39,19,7,6,14,93,35,5,16,39,18,6,3,14,94,34,5,18,42,18,7,3,14,94,35,5,20,40,21,6,4,13,96,3,181,
35,5,17,39,18,7,6,14,93,35,5,16,39,18,7,3,14,93,36,4,19,40,21,7,5,14,95,37,5,21,42,21,8,5,14,102,20,206,
35,5,17,39,19,7,6,14,94,35,5,16,38,18,7,3,14,93,36,7,17,39,22,6,5,12,98,34,4,17,39,17,7,4,13,91,15,185,
35,5,17,39,18,7,6,14,94,35,5,16,38,18,7,3,14,93,33,5,20,39,17,6,4,15,92,35,6,21,38,21,7,5,13,98,19,189,
36,5,17,39,18,7,6,14,95,35,6,16,38,18,6,3,14,93,34,5,19,42,18,7,3,14,94,35,5,20,40,20,6,4,14,96,5,167,
36,5,17,40,18,7,6,14,94,35,6,16,38,18,6,3,14,92,35,5,20,41,20,7,5,12,96,34,5,18,40,20,6,3,13,93,3,167,
36,5,17,39,18,7,6,13,94,35,5,16,39,18,6,3,14,92,33,4,19,37,18,6,5,15,91,36,5,20,41,21,7,5,14,98,7,169,
35,5,17,39,18,7,6,13,94,34,5,16,39,18,6,3,14,91,36,6,19,41,21,7,4,16,98,36,6,21,42,21,8,5,17,100,33,173,
36,5,16,39,19,7,6,13,94,34,5,16,39,17,6,3,14,91,35,4,16,37,21,6,3,15,93,36,5,18,40,20,6,4,13,97,14,196,
36,5,16,39,19,7,6,13,94,34,5,16,39,17,6,3,14,91,36,6,23,41,17,7,4,13,102,39,7,19,45,24,5,5,14,105,2,210,
36,5,16,39,19,7,6,13,95,34,5,16,39,17,6,3,14,91,37,4,22,41,24,7,3,15,101,34,5,24,38,20,7,5,14,100,2,174,
36,5,16,39,19,7,6,13,94,34,5,16,39,17,6,3,14,91,35,5,22,37,20,9,3,14,98,38,7,19,43,24,7,5,17,103,6,200,
36,5,16,39,19,7,6,13,95,34,5,17,39,17,6,3,14,91,34,4,18,39,18,6,5,15,92,34,5,21,38,22,8,4,13,97,-14,180,
36,5,16,39,19,7,5,13,94,34,5,17,39,17,6,3,14,91,35,3,19,36,18,7,5,14,94,37,6,19,41,22,6,4,15,101,-8,178,
36,5,16,39,19,7,5,13,94,34,5,17,39,17,6,3,14,91,33,4,20,37,17,6,5,15,90,36,5,20,40,22,7,5,14,98,17,195,
36,5,16,40,19,7,5,13,94,34,5,17,39,17,6,3,14,91,35,5,18,38,20,6,3,13,96,38,5,18,43,22,6,4,14,100,3,181,
36,5,16,40,19,6,5,13,94,34,5,17,39,17,6,3,14,91,35,5,18,38,21,7,4,14,95,37,6,22,42,22,8,5,14,103,-8,214,
36,5,16,40,19,7,5,13,95,34,5,17,39,17,7,3,14,92,36,6,23,40,19,7,4,13,103,39,7,20,44,24,5,4,14,107,3,167,
36,5,16,39,19,6,6,14,94,34,5,17,39,17,7,3,14,91,34,5,18,40,19,6,5,16,92,36,5,20,42,21,7,5,14,99,4,196,
36,5,16,39,19,7,5,13,94,34,5,17,39,17,7,3,14,91,34,5,20,39,18,7,4,16,95,36,5,22,41,21,7,6,14,100,-2,180,
36,7,19,44,20,6,6,14,100,33,4,20,38,15,7,3,14,91,36,4,19,36,19,8,5,14,95,38,4,20,45,22,6,5,16,102,14,172,
36,7,19,43,20,5,5,13,100,32,3,20,37,15,7,3,14,90,36,3,17,40,22,7,5,14,94,37,5,22,44,22,8,5,15,102,13,181,
