gameId,gameDate,homeTeamId,homeTeamName,homeTeamScore,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF,roadTeamId,roadTeamName,roadTeamScore,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF
0020801037,2009-03-21,1610612763,MEM,87,33,84,5,11,16,21,17,26,17,8,2,15,22,1610612738,BOS,105,41,73,7,20,16,23,7,31,30,6,5,16,16
0020801036,2009-03-21,1610612753,ORL,110,38,78,13,34,21,31,9,29,25,9,7,14,23,1610612752,NYK,103,36,85,8,28,23,30,17,30,16,7,2,20,26
0020801039,2009-03-21,1610612749,MIL,84,30,76,5,14,19,25,9,31,15,10,3,16,18,1610612757,POR,96,34,79,11,24,17,21,11,32,23,6,5,15,20
0020801038,2009-03-21,1610612741,CHI,109,39,77,6,15,25,29,8,37,17,2,9,23,23,1610612747,LAL,117,45,91,11,21,16,28,14,25,22,16,3,10,24
0020801047,2009-03-22,1610612758,SAC,100,35,80,9,27,21,27,15,25,21,9,1,19,18,1610612755,PHI,112,43,72,7,13,19,27,5,29,22,13,5,16,21
0020801045,2009-03-22,1610612751,NJN,88,32,78,3,18,21,27,6,31,13,2,2,5,20,1610612739,CLE,96,36,76,4,12,20,31,9,37,25,1,5,4,25
0020801046,2009-03-22,1610612740,NOH,99,39,86,4,16,17,20,10,37,19,7,6,14,21,1610612744,GSW,89,32,81,4,19,21,27,10,37,18,8,6,17,20
0020801043,2009-03-22,1610612750,MIN,90,34,79,7,19,15,23,13,33,18,4,1,16,21,1610612760,OKC,97,37,83,4,11,19,27,12,34,22,10,3,9,19
0020801044,2009-03-22,1610612761,TOR,100,44,100,3,13,9,15,14,43,25,11,4,10,23,1610612746,LAC,76,29,75,4,16,14,22,2,32,14,4,7,15,12
0020801041,2009-03-22,1610612765,DET,96,35,78,2,12,24,27,11,25,18,4,5,10,24,1610612748,MIA,101,35,70,5,11,26,34,4,26,19,7,11,7,23
0020801042,2009-03-22,1610612759,SAS,85,34,82,4,8,13,17,13,28,18,7,2,13,18,1610612745,HOU,87,34,73,5,10,14,19,9,32,18,9,4,15,18
0020801049,2009-03-23,1610612764,WAS,99,36,91,9,26,18,23,14,35,21,2,3,5,19,1610612741,CHI,101,38,85,5,20,20,23,9,36,22,3,6,6,21
0020801048,2009-03-23,1610612737,ATL,109,46,87,9,23,8,11,11,31,24,9,5,9,20,1610612750,MIN,97,33,75,11,21,20,27,12,23,15,3,1,12,13
0020801054,2009-03-23,1610612757,POR,108,41,101,10,34,16,17,20,20,18,7,8,13,27,1610612755,PHI,114,38,74,3,5,35,39,12,28,12,7,5,13,22
0020801050,2009-03-23,1610612738,BOS,90,35,73,7,11,13,17,4,29,23,13,3,14,18,1610612746,LAC,77,31,71,5,15,10,16,9,31,24,8,10,21,18
0020801051,2009-03-23,1610612748,MIA,94,38,81,6,18,12,18,15,26,21,13,2,15,22,1610612763,MEM,82,30,69,2,9,20,25,9,29,12,9,3,20,17
0020801052,2009-03-23,1610612752,NYK,102,36,87,9,21,21,33,12,36,14,7,2,14,30,1610612753,ORL,106,33,74,7,25,33,46,8,40,14,8,5,12,26
0020801053,2009-03-23,1610612756,PHX,118,39,77,6,16,34,44,15,31,26,10,7,20,26,1610612743,DEN,115,38,85,10,21,29,33,12,21,22,15,4,14,32
0020801058,2009-03-24,1610612762,UTA,99,38,85,4,14,19,25,3,39,23,6,12,8,17,1610612745,HOU,86,32,92,10,26,12,14,13,39,19,5,6,12,19
0020801055,2009-03-24,1610612741,CHI,99,37,84,5,14,20,25,13,28,23,7,4,11,16,1610612765,DET,91,40,83,2,8,9,13,12,31,19,5,7,11,17
0020801056,2009-03-24,1610612760,OKC,89,34,82,3,18,18,21,11,34,26,7,4,18,17,1610612747,LAL,107,43,86,5,13,16,17,9,32,24,10,4,13,17
0020801057,2009-03-24,1610612759,SAS,107,41,79,6,16,19,27,6,35,23,4,3,9,21,1610612744,GSW,106,42,92,5,11,17,22,14,26,18,4,5,9,22
0020801059,2009-03-25,1610612737,ATL,92,36,76,7,12,13,21,11,26,16,7,2,9,15,1610612759,SAS,102,41,75,5,15,15,16,6,29,13,5,2,9,19
0020801060,2009-03-25,1610612739,CLE,98,33,70,9,17,23,26,12,37,25,4,7,12,15,1610612751,NJN,87,32,78,10,22,13,20,9,23,22,7,3,7,21
0020801069,2009-03-25,1610612756,PHX,118,45,82,6,16,22,27,8,38,31,7,12,14,21,1610612762,UTA,114,43,95,12,22,16,27,16,29,26,10,4,12,18
0020801063,2009-03-25,1610612761,TOR,115,34,71,12,24,35,40,9,30,23,5,6,15,15,1610612749,MIL,106,43,90,13,27,7,9,12,22,23,6,4,13,28
0020801064,2009-03-25,1610612764,WAS,95,39,84,6,14,11,15,10,24,18,10,6,19,25,1610612766,CHA,93,35,75,4,18,19,30,13,28,24,15,6,18,17
0020801061,2009-03-25,1610612754,IND,90,35,79,5,19,15,20,10,40,12,4,10,12,22,1610612748,MIA,88,31,83,3,17,23,29,9,35,24,6,5,7,15
0020801062,2009-03-25,1610612755,PHI,96,29,71,4,12,34,40,9,32,14,9,6,10,21,1610612750,MIN,88,28,77,12,27,20,23,11,25,19,5,7,15,28
0020801067,2009-03-25,1610612753,ORL,84,30,81,10,25,14,17,13,28,19,9,6,14,18,1610612738,BOS,82,33,76,4,16,12,15,12,35,14,5,4,18,19
0020801068,2009-03-25,1610612742,DAL,128,48,82,4,15,28,32,8,36,27,11,2,14,20,1610612744,GSW,106,38,80,7,14,23,29,7,19,21,11,2,14,24
0020801065,2009-03-25,1610612752,NYK,135,51,92,12,29,21,24,10,26,27,8,2,18,19,1610612746,LAC,140,56,97,10,19,18,22,14,29,20,9,3,16,18
0020801066,2009-03-25,1610612740,NOH,88,29,68,5,13,25,30,8,29,19,2,6,17,22,1610612743,DEN,101,35,81,8,22,23,24,11,28,14,9,5,10,26
0020801071,2009-03-26,1610612741,CHI,106,41,78,8,15,16,20,14,26,24,5,5,16,15,1610612748,MIA,87,34,74,3,14,16,21,12,20,18,10,6,13,22
0020801070,2009-03-26,1610612765,DET,77,30,76,3,13,14,19,11,28,18,4,7,15,22,1610612747,LAL,92,35,77,6,18,16,19,7,32,24,8,1,13,17
0020801072,2009-03-26,1610612757,POR,129,50,83,9,18,20,27,11,28,30,9,10,13,20,1610612756,PHX,109,47,94,6,20,9,16,17,23,22,5,2,15,21
0020801073,2009-03-27,1610612753,ORL,110,41,80,9,21,19,32,8,40,21,8,7,9,22,1610612749,MIL,94,36,92,6,15,16,24,13,31,15,4,4,9,23
0020801074,2009-03-27,1610612755,PHI,95,32,69,4,13,27,33,7,16,14,11,3,14,24,1610612766,CHA,100,37,72,6,18,20,29,13,28,21,8,3,17,25
0020801075,2009-03-27,1610612761,TOR,112,48,95,8,18,8,9,13,41,36,6,9,13,19,1610612760,OKC,96,35,84,3,13,23,29,8,29,21,5,6,11,14
0020801076,2009-03-27,1610612737,ATL,93,35,83,7,21,16,22,16,28,14,4,5,13,17,1610612738,BOS,99,37,78,9,20,16,21,14,31,22,5,2,14,25
0020801077,2009-03-27,1610612739,CLE,107,39,73,11,20,18,21,9,38,25,7,4,13,21,1610612750,MIN,85,32,78,9,23,12,21,8,18,21,7,3,9,13
0020801078,2009-03-27,1610612751,NJN,95,39,83,9,27,8,17,16,32,23,7,4,22,20,1610612747,LAL,103,41,87,7,21,14,19,11,26,29,11,5,11,17
0020801079,2009-03-27,1610612752,NYK,103,38,78,12,32,15,16,8,35,23,5,1,17,13,1610612740,NOH,93,37,86,6,20,13,15,13,29,15,13,3,13,15
0020801080,2009-03-27,1610612742,DAL,101,31,87,9,21,30,37,20,22,14,8,9,4,19,1610612743,DEN,103,42,75,7,16,12,18,7,31,21,3,5,13,29
0020801081,2009-03-27,1610612759,SAS,111,46,82,10,24,9,11,8,31,31,10,4,3,15,1610612746,LAC,98,40,78,8,16,10,16,9,26,17,2,5,11,14
0020801082,2009-03-27,1610612758,SAC,95,31,66,5,16,28,35,4,21,18,5,5,11,28,1610612763,MEM,113,39,74,8,12,27,33,6,30,16,4,3,10,24
0020801090,2009-03-28,1610612757,POR,86,32,77,4,17,18,23,21,29,17,10,5,13,18,1610612763,MEM,66,28,68,0,8,10,15,8,20,12,6,4,13,19
0020801084,2009-03-28,1610612766,CHA,96,38,77,4,14,16,23,8,38,26,6,6,18,17,1610612752,NYK,85,32,85,10,25,11,14,7,27,18,9,6,9,19
0020801083,2009-03-28,1610612741,CHI,112,44,87,7,15,17,23,5,35,23,8,11,10,12,1610612754,IND,106,44,96,7,17,11,13,12,35,23,8,3,12,18
0020801086,2009-03-28,1610612748,MIA,102,38,79,9,19,17,19,9,40,23,8,3,16,20,1610612749,MIL,85,31,84,2,14,21,27,13,31,16,6,4,10,15
0020801085,2009-03-28,1610612764,WAS,96,35,79,5,14,21,26,8,30,24,11,6,11,18,1610612765,DET,98,37,79,10,15,14,19,12,32,24,7,7,16,21
0020801088,2009-03-28,1610612743,DEN,129,49,89,10,26,21,31,10,34,37,13,9,12,14,1610612744,GSW,116,42,100,14,32,18,20,19,31,21,8,6,17,21
0020801087,2009-03-28,1610612745,HOU,110,43,82,9,22,15,18,10,34,22,3,3,10,19,1610612746,LAC,93,37,80,4,12,15,25,6,26,16,5,4,8,17
0020801089,2009-03-28,1610612762,UTA,104,36,83,5,12,27,35,11,45,27,6,5,23,22,1610612756,PHX,99,39,105,7,27,14,21,17,34,21,13,4,17,27
0020801097,2009-03-29,1610612754,IND,124,49,95,9,20,17,21,15,36,26,4,3,9,27,1610612764,WAS,115,36,84,7,15,36,45,14,30,10,8,4,8,14
0020801096,2009-03-29,1610612738,BOS,103,39,83,8,23,17,24,15,33,29,7,5,12,22,1610612760,OKC,84,30,83,1,5,23,28,11,25,18,6,8,11,18
0020801095,2009-03-29,1610612765,DET,101,38,72,4,10,21,31,11,24,24,5,2,11,17,1610612755,PHI,97,37,80,3,12,20,23,14,20,19,7,1,8,20
0020801094,2009-03-29,1610612761,TOR,134,50,92,6,13,28,32,13,29,31,7,2,17,16,1610612741,CHI,129,52,94,6,13,19,23,9,23,26,10,7,12,23
0020801099,2009-03-29,1610612758,SAC,126,49,95,7,22,21,27,16,31,25,11,8,12,24,1610612756,PHX,118,46,93,10,26,16,28,17,28,26,9,5,16,21
0020801098,2009-03-29,1610612740,NOH,90,27,72,4,13,32,33,10,34,13,6,4,9,17,1610612759,SAS,86,31,77,7,29,17,21,10,33,20,5,2,9,24
0020801092,2009-03-29,1610612737,ATL,86,33,84,10,19,10,13,13,32,20,7,3,14,22,1610612747,LAL,76,28,80,4,20,16,23,15,35,14,7,7,14,15
0020801093,2009-03-29,1610612750,MIN,108,37,72,10,20,24,32,6,30,26,7,3,12,23,1610612751,NJN,99,35,77,7,23,22,28,8,31,14,7,3,12,22
0020801091,2009-03-29,1610612739,CLE,102,40,94,7,21,15,19,12,41,28,8,6,4,14,1610612742,DAL,74,29,80,5,17,11,17,9,34,23,3,8,13,16
0020801100,2009-03-30,1610612748,MIA,95,39,86,4,12,13,21,10,24,19,10,7,9,21,1610612753,ORL,101,35,69,10,19,21,27,7,35,20,4,2,21,19
0020801101,2009-03-30,1610612751,NJN,78,26,70,3,16,23,33,6,34,15,6,6,16,22,1610612749,MIL,107,39,81,10,21,19,27,8,36,27,12,3,13,24
0020801102,2009-03-30,1610612762,UTA,112,42,77,5,11,23,30,6,28,27,12,0,18,25,1610612752,NYK,104,36,71,7,23,25,34,6,28,19,13,2,19,26
0020801103,2009-03-30,1610612744,GSW,109,40,92,9,26,20,20,10,29,17,7,8,14,29,1610612763,MEM,114,40,79,5,18,29,40,12,34,22,11,8,19,20
0020801104,2009-03-31,1610612766,CHA,94,35,68,7,17,17,22,6,34,25,6,9,16,12,1610612747,LAL,84,38,97,4,14,4,6,18,24,22,8,4,10,21
0020801105,2009-03-31,1610612739,CLE,79,32,83,3,15,12,16,9,34,19,6,6,5,14,1610612765,DET,73,29,82,4,15,11,16,15,38,9,5,1,14,19
0020801106,2009-03-31,1610612754,IND,107,42,84,6,19,17,21,9,29,21,9,7,15,20,1610612741,CHI,105,42,81,3,11,18,21,7,31,26,7,3,12,17
0020801107,2009-03-31,1610612755,PHI,98,37,79,2,12,22,27,12,17,27,9,2,7,18,1610612737,ATL,85,29,65,6,19,21,21,11,23,17,5,5,17,23
0020801108,2009-03-31,1610612750,MIN,88,33,83,4,18,18,20,11,27,25,6,0,12,14,1610612742,DAL,108,46,83,8,16,8,11,9,37,25,9,4,13,18
0020801109,2009-03-31,1610612759,SAS,95,38,80,8,25,11,16,12,28,19,5,2,11,17,1610612760,OKC,96,37,75,5,8,17,24,8,28,21,7,1,9,15
0020801111,2009-03-31,1610612757,POR,125,47,76,10,18,21,25,10,25,32,10,6,15,25,1610612762,UTA,104,37,76,5,13,25,31,9,19,20,7,1,15,22
0020801112,2009-03-31,1610612758,SAC,110,37,76,14,24,22,27,6,23,18,3,5,8,23,1610612740,NOH,111,44,82,5,10,18,27,12,29,26,3,5,8,21
0020801110,2009-03-31,1610612743,DEN,111,46,84,9,23,10,20,7,33,28,14,6,17,23,1610612752,NYK,104,38,85,6,22,22,30,13,32,24,12,6,21,21
0020801121,2009-04-01,1610612746,LAC,98,38,76,11,25,11,14,11,31,27,5,5,23,15,1610612740,NOH,104,43,81,3,14,15,19,6,26,28,14,2,11,15
0020801120,2009-04-01,1610612744,GSW,143,54,101,3,13,32,42,11,41,25,9,5,13,30,1610612758,SAC,141,43,98,12,25,43,52,13,36,22,9,5,15,29
0020801115,2009-04-01,1610612751,NJN,111,40,78,8,25,23,27,9,28,27,8,4,8,15,1610612765,DET,98,37,79,6,13,18,20,11,24,27,6,4,14,24
0020801116,2009-04-01,1610612763,MEM,112,38,79,8,18,28,34,12,25,21,10,6,12,22,1610612764,WAS,107,40,83,5,14,22,25,13,28,16,9,7,16,25
0020801113,2009-04-01,1610612753,ORL,95,31,76,7,26,26,41,9,26,17,10,6,10,19,1610612761,TOR,99,41,83,4,8,13,18,10,39,23,5,3,16,29
0020801114,2009-04-01,1610612738,BOS,111,41,77,11,29,18,26,11,29,21,9,7,24,23,1610612766,CHA,109,47,102,10,18,5,7,20,24,31,12,4,16,21
0020801119,2009-04-01,1610612756,PHX,114,44,81,6,12,20,35,12,32,25,10,6,13,15,1610612745,HOU,109,43,86,12,25,11,14,9,31,19,6,5,14,27
0020801117,2009-04-01,1610612749,MIL,98,42,93,7,21,7,9,12,27,32,11,3,16,25,1610612747,LAL,104,34,72,5,13,31,36,10,31,15,13,3,20,20
0020801118,2009-04-01,1610612742,DAL,98,33,72,9,26,23,26,7,30,21,7,5,11,22,1610612748,MIA,96,32,73,7,16,25,32,10,29,18,9,2,10,22
0020801124,2009-04-02,1610612743,DEN,114,35,75,9,23,35,46,8,36,20,9,10,19,30,1610612762,UTA,104,34,93,6,17,30,40,20,32,21,11,4,15,36
0020801123,2009-04-02,1610612764,WAS,109,41,81,1,10,26,30,10,32,27,4,3,7,17,1610612739,CLE,101,39,83,11,30,12,17,10,30,22,0,7,9,26
0020801122,2009-04-02,1610612755,PHI,105,35,69,3,11,32,43,13,31,20,7,1,20,26,1610612749,MIL,95,35,75,4,14,21,26,7,21,21,10,2,15,31
0020801129,2009-04-03,1610612760,OKC,72,27,74,2,11,16,20,9,23,16,5,6,12,15,1610612757,POR,107,43,91,7,16,14,21,21,36,22,8,4,10,19
0020801128,2009-04-03,1610612763,MEM,107,42,78,8,14,15,23,11,34,16,5,5,9,18,1610612742,DAL,102,38,77,7,22,19,25,4,28,20,3,4,7,21
0020801127,2009-04-03,1610612738,BOS,104,40,75,6,14,18,21,7,31,26,7,10,16,19,1610612737,ATL,92,31,87,6,22,24,31,13,24,16,8,3,10,18
0020801126,2009-04-03,1610612754,IND,121,49,95,9,19,14,19,10,27,19,5,3,7,24,1610612759,SAS,126,45,82,9,22,27,31,11,35,24,4,3,11,20
0020801125,2009-04-03,1610612766,CHA,92,39,76,6,18,8,12,8,32,23,5,4,17,22,1610612748,MIA,97,37,74,8,15,15,24,3,26,20,12,3,10,17
0020801132,2009-04-03,1610612756,PHX,139,52,95,14,26,21,31,18,33,27,9,10,14,24,1610612758,SAC,111,38,83,10,21,25,33,11,28,21,7,1,16,26
0020801131,2009-04-03,1610612762,UTA,102,36,75,5,11,25,29,4,24,22,11,4,10,16,1610612750,MIN,103,40,75,11,26,12,15,8,34,27,5,6,21,24
0020801134,2009-04-03,1610612747,LAL,93,34,86,7,18,18,21,11,31,20,11,4,10,21,1610612745,HOU,81,31,73,5,19,14,22,10,32,19,4,7,18,17
0020801133,2009-04-03,1610612744,GSW,111,36,77,10,26,29,34,9,33,19,3,5,12,20,1610612740,NOH,103,40,93,6,21,17,23,14,31,20,7,2,9,30
0020801130,2009-04-03,1610612753,ORL,116,44,82,13,27,15,22,5,42,28,9,9,8,17,1610612739,CLE,87,31,84,9,17,16,18,8,36,14,4,0,10,17
0020801141,2009-04-04,1610612743,DEN,120,43,81,11,22,23,28,8,31,31,7,4,11,18,1610612746,LAC,104,39,84,9,21,17,23,13,30,21,9,5,14,17
0020801140,2009-04-04,1610612749,MIL,102,38,79,11,25,15,21,5,23,28,9,2,12,24,1610612763,MEM,107,34,66,11,18,28,34,7,34,24,10,1,20,22
0020801139,2009-04-04,1610612764,WAS,104,38,75,5,12,23,36,10,31,26,8,1,13,23,1610612748,MIA,118,43,78,14,32,18,27,6,31,30,4,2,11,28
0020801136,2009-04-04,1610612741,CHI,103,32,76,7,17,32,38,11,29,16,11,4,12,21,1610612751,NJN,94,33,78,6,26,22,30,14,33,22,6,6,15,26
0020801135,2009-04-04,1610612752,NYK,95,37,82,4,18,17,22,12,32,19,8,4,15,19,1610612761,TOR,102,38,95,9,24,17,20,16,31,21,11,6,10,18
0020801138,2009-04-04,1610612737,ATL,82,30,77,3,19,19,26,8,36,15,6,4,14,25,1610612753,ORL,88,30,79,9,30,19,27,13,38,18,8,4,12,24
0020801137,2009-04-04,1610612755,PHI,95,36,75,2,5,21,26,12,31,18,7,3,12,25,1610612765,DET,90,30,81,8,23,22,28,17,23,19,5,6,11,22
0020801149,2009-04-05,1610612760,OKC,99,40,91,1,8,18,26,12,32,22,11,5,14,19,1610612754,IND,117,44,88,8,20,21,25,7,39,17,9,3,15,18
0020801148,2009-04-05,1610612740,NOH,94,38,71,5,14,13,21,9,27,22,7,4,17,20,1610612762,UTA,108,45,84,3,11,15,21,11,28,27,12,0,10,17
0020801147,2009-04-05,1610612750,MIN,87,36,87,6,22,9,11,6,31,18,6,2,10,22,1610612743,DEN,110,40,75,10,21,20,31,8,40,23,8,4,12,19
0020801146,2009-04-05,1610612745,HOU,102,37,72,6,15,22,27,12,30,20,5,3,8,22,1610612757,POR,88,33,73,6,16,16,24,14,20,19,3,7,11,22
0020801145,2009-04-05,1610612761,TOR,103,43,97,4,13,13,15,15,30,20,9,7,12,14,1610612752,NYK,112,45,89,13,26,9,11,12,32,24,3,3,12,18
0020801144,2009-04-05,1610612765,DET,104,38,77,6,21,22,26,9,32,21,6,3,12,24,1610612766,CHA,97,33,81,6,20,25,33,15,23,14,3,2,11,25
0020801143,2009-04-05,1610612742,DAL,140,51,85,15,25,23,25,12,25,34,6,7,16,29,1610612756,PHX,116,40,81,6,21,30,39,14,21,21,7,4,14,19
0020801142,2009-04-05,1610612739,CLE,101,39,73,8,18,15,19,8,36,16,6,3,10,18,1610612759,SAS,81,31,79,4,16,15,19,11,23,14,6,2,10,21
0020801150,2009-04-05,1610612751,NJN,96,36,82,11,25,13,15,11,33,21,7,6,11,21,1610612755,PHI,67,27,77,4,19,9,23,14,31,15,7,6,14,19
0020801152,2009-04-05,1610612747,LAL,88,33,78,5,20,17,29,9,29,21,7,3,10,24,1610612746,LAC,85,30,81,5,21,20,27,16,30,15,5,2,15,26
0020801151,2009-04-05,1610612758,SAC,100,36,85,7,18,21,32,11,34,16,5,12,16,28,1610612744,GSW,105,34,91,9,20,28,32,15,34,15,9,7,12,23
0020801160,2009-04-07,1610612758,SAC,104,42,95,7,30,13,17,13,32,19,4,7,13,19,1610612747,LAL,122,47,92,6,19,22,29,12,38,21,11,4,6,15
0020801161,2009-04-07,1610612746,LAC,77,29,81,9,31,10,18,11,23,19,11,6,6,15,1610612750,MIN,87,38,81,4,11,7,11,20,42,19,2,5,15,20
0020801158,2009-04-07,1610612741,CHI,110,39,90,7,16,25,30,18,27,23,12,4,13,14,1610612752,NYK,103,41,81,13,23,8,14,10,30,26,9,6,18,21
0020801157,2009-04-07,1610612760,OKC,89,34,75,6,9,15,21,9,33,18,6,3,11,18,1610612759,SAS,99,39,82,6,15,15,21,11,32,16,7,7,9,13
0020801159,2009-04-07,1610612745,HOU,93,36,82,6,13,15,23,12,40,15,7,5,6,15,1610612753,ORL,83,30,79,10,28,13,21,10,35,14,2,7,9,19
0020801154,2009-04-07,1610612761,TOR,110,43,80,6,13,18,23,8,25,27,4,7,11,20,1610612737,ATL,118,42,83,11,22,23,28,11,26,24,7,4,7,20
0020801153,2009-04-07,1610612766,CHA,101,34,74,8,26,25,32,13,29,24,4,9,12,18,1610612755,PHI,98,35,83,7,21,21,28,12,22,18,7,9,6,24
0020801156,2009-04-07,1610612763,MEM,93,36,69,9,14,12,14,4,19,20,6,6,13,24,1610612757,POR,96,35,71,6,14,20,28,13,25,14,8,4,16,18
0020801155,2009-04-07,1610612748,MIA,87,31,79,7,23,18,22,11,37,12,7,4,17,19,1610612740,NOH,93,37,87,6,17,13,16,8,29,15,13,3,12,21
0020801166,2009-04-08,1610612752,NYK,86,32,88,9,28,13,17,9,24,18,6,2,5,16,1610612765,DET,113,49,91,7,16,8,13,15,42,25,3,7,10,17
0020801167,2009-04-08,1610612749,MIL,105,38,77,8,24,21,27,9,23,28,6,1,14,29,1610612737,ATL,113,35,66,9,25,34,44,7,24,18,9,2,11,20
0020801164,2009-04-08,1610612753,ORL,81,31,72,4,21,15,21,7,25,19,6,4,12,26,1610612763,MEM,78,29,68,1,11,19,27,10,31,7,6,3,11,20
0020801165,2009-04-08,1610612738,BOS,106,41,79,5,14,19,23,8,32,23,6,5,10,17,1610612751,NJN,104,38,84,10,26,18,23,10,28,24,5,2,10,19
0020801162,2009-04-08,1610612739,CLE,98,38,85,5,16,17,23,19,30,21,6,5,9,21,1610612764,WAS,86,31,73,4,9,20,27,10,29,14,6,6,13,19
0020801163,2009-04-08,1610612754,IND,130,50,91,4,20,26,29,12,45,30,4,5,10,22,1610612761,TOR,101,38,99,3,15,22,28,14,27,23,4,1,9,19
0020801168,2009-04-08,1610612740,NOH,100,42,90,7,21,9,12,11,29,23,7,3,9,27,1610612756,PHX,105,37,72,6,19,25,33,6,34,26,3,3,12,13
0020801169,2009-04-08,1610612759,SAS,83,35,74,5,15,8,10,5,21,17,4,2,10,18,1610612757,POR,95,39,74,6,16,11,13,11,32,19,6,4,13,15
0020801170,2009-04-08,1610612743,DEN,122,43,80,6,17,30,36,10,30,26,11,13,12,22,1610612760,OKC,112,41,87,5,12,25,29,13,27,25,9,6,15,27
0020801171,2009-04-08,1610612742,DAL,130,45,82,11,24,29,33,12,35,26,16,5,14,28,1610612762,UTA,101,34,75,6,13,27,38,8,26,25,10,4,18,21
0020801172,2009-04-08,1610612744,GSW,97,38,86,9,22,12,15,9,32,22,3,5,11,21,1610612750,MIN,105,37,81,6,16,25,32,11,34,20,7,5,6,18
0020801175,2009-04-09,1610612747,LAL,116,37,87,5,24,37,46,18,33,21,9,2,11,25,1610612743,DEN,102,36,81,5,21,25,29,10,36,21,3,3,13,32
0020801173,2009-04-09,1610612741,CHI,113,43,82,8,22,19,19,8,25,24,9,2,10,19,1610612755,PHI,99,38,73,7,11,16,27,10,23,22,6,4,12,18
0020801174,2009-04-09,1610612758,SAC,98,37,84,10,23,14,17,11,26,20,4,5,15,13,1610612745,HOU,115,47,87,11,21,10,11,10,30,18,9,6,12,16
0020801181,2009-04-10,1610612763,MEM,106,42,86,9,22,13,20,15,30,26,13,8,19,25,1610612756,PHX,89,37,78,3,12,12,22,11,26,22,13,7,22,15
0020801180,2009-04-10,1610612765,DET,100,38,71,6,15,18,28,6,35,24,2,5,8,19,1610612751,NJN,93,36,76,10,24,11,17,5,26,21,2,6,4,20
0020801184,2009-04-10,1610612742,DAL,100,34,85,5,24,27,33,20,34,24,5,2,8,18,1610612740,NOH,92,32,76,6,18,22,25,9,29,9,3,5,7,22
0020801185,2009-04-10,1610612759,SAS,105,35,70,8,19,27,38,5,27,15,4,3,11,26,1610612762,UTA,99,35,79,4,11,25,30,8,30,20,4,2,14,25
0020801182,2009-04-10,1610612760,OKC,84,37,79,1,10,9,13,13,37,17,10,10,24,18,1610612766,CHA,81,29,87,7,26,16,21,12,27,16,13,3,14,15
0020801183,2009-04-10,1610612761,TOR,98,38,89,8,22,14,18,9,31,23,6,4,11,19,1610612764,WAS,100,42,83,3,9,13,20,8,36,22,4,11,16,15
0020801188,2009-04-10,1610612746,LAC,109,47,84,5,15,10,16,10,41,26,9,9,12,15,1610612758,SAC,78,31,95,4,20,12,20,22,29,14,4,5,12,15
0020801186,2009-04-10,1610612757,POR,106,35,82,9,25,27,37,14,30,19,4,6,6,19,1610612747,LAL,98,38,85,7,18,15,20,14,25,19,2,1,11,31
0020801187,2009-04-10,1610612744,GSW,109,36,82,6,13,31,36,12,15,23,9,7,8,25,1610612745,HOU,113,40,81,7,21,26,32,18,30,21,5,6,18,24
0020801176,2009-04-10,1610612753,ORL,95,35,80,7,28,18,26,9,35,15,4,5,13,18,1610612752,NYK,105,40,91,8,22,17,23,13,36,25,9,2,8,19
0020801177,2009-04-10,1610612755,PHI,92,33,72,2,9,24,31,10,25,12,6,5,7,13,1610612739,CLE,102,37,79,12,23,16,21,14,24,24,5,5,9,22
0020801178,2009-04-10,1610612737,ATL,122,40,77,8,19,34,45,9,31,26,10,5,14,21,1610612754,IND,118,42,87,10,23,24,29,12,31,19,9,4,13,25
0020801179,2009-04-10,1610612738,BOS,105,38,81,9,14,20,21,14,30,20,4,5,12,20,1610612748,MIA,98,39,83,6,19,14,23,11,27,21,7,6,9,18
0020801189,2009-04-11,1610612754,IND,106,40,88,9,22,17,22,15,27,16,6,5,9,22,1610612765,DET,102,37,74,5,10,23,29,9,30,21,5,4,13,18
0020801190,2009-04-11,1610612751,NJN,103,38,70,11,20,16,19,5,29,27,4,7,13,24,1610612753,ORL,93,35,77,7,18,16,29,12,23,22,6,6,12,16
0020801192,2009-04-11,1610612741,CHI,113,40,84,11,24,22,27,12,23,27,10,6,9,20,1610612766,CHA,106,38,76,9,15,21,30,14,26,25,3,4,15,21
0020801191,2009-04-11,1610612750,MIN,97,37,89,8,20,15,21,14,27,18,11,3,17,25,1610612756,PHX,110,40,83,8,16,22,29,14,33,25,8,4,21,18
0020801193,2009-04-11,1610612749,MIL,115,43,82,9,22,20,26,9,32,31,7,6,11,17,1610612760,OKC,98,36,85,7,14,19,23,13,31,22,4,0,16,19
0020801194,2009-04-11,1610612762,UTA,108,37,88,5,19,29,37,15,26,27,5,6,9,26,1610612744,GSW,118,40,73,9,20,29,37,6,34,22,4,9,14,26
0020801195,2009-04-11,1610612746,LAC,72,30,79,2,15,10,11,8,33,16,7,5,13,19,1610612757,POR,87,32,72,4,16,19,27,9,34,14,10,4,12,18
0020801201,2009-04-12,1610612747,LAL,92,38,84,3,15,13,16,9,38,20,13,4,10,21,1610612763,MEM,75,26,71,8,19,15,19,8,33,16,4,9,17,18
0020801200,2009-04-12,1610612758,SAC,92,34,81,8,18,16,17,11,29,19,5,4,9,18,1610612759,SAS,95,35,85,9,22,16,24,14,31,17,6,4,9,17
